question1_id,question2_id,snippet,question1,question2,relatedness_mean,relatedness_count,relatedness_list,relatedness_std
1566050580.977eeda518cf4802bb990e97dd9e040e.29.15,1566110122.bdc1a5fb40fda018a69c6979cbf8de50.29.15,"You can see Jupiter, you can see Saturn, Uranus, Neptune, and right there in the center, next to the residual light is that pale blue dot. That's Earth.",What angel is this from?,Where are the other planets?,0.8333333333333334,6,"[0.0, 0.0, 0.0, 2.0, nan, 2.0, 1.0]",0.983192080250175
1566050580.977eeda518cf4802bb990e97dd9e040e.29.15,1566138513.73f16b4e3e45dfd70fb080fe56c00e9a.29.15,"You can see Jupiter, you can see Saturn, Uranus, Neptune, and right there in the center, next to the residual light is that pale blue dot. That's Earth.",What angel is this from?,How about the rest of the planets?,0.8333333333333334,6,"[0.0, 0.0, 1.0, 2.0, 1.0, 1.0, nan]",0.752772652709081
1566050580.977eeda518cf4802bb990e97dd9e040e.29.15,1566169718.f87a28ee3cb01d33f8d0de5b4bd1ee52.29.15,"You can see Jupiter, you can see Saturn, Uranus, Neptune, and right there in the center, next to the residual light is that pale blue dot. That's Earth.",What angel is this from?,"Why is it so impressive to see planets through a space telescope - this has been done an endless amount of times before, but what is new about this situation?",0.7142857142857143,7,"[0.0, 0.0, 1.0, 0.0, 1.0, 3.0, 0.0]",1.1126972805283735
1566050580.977eeda518cf4802bb990e97dd9e040e.29.18,1566110122.bdc1a5fb40fda018a69c6979cbf8de50.29.18,"We want to see that, see if there's water, oxygen, ozone, the things that might tell us that it could harbor life. I think this is the coolest possible science.",Is there any evidence thus far?,What are the odds you'll find those things?,1.1666666666666667,6,"[1.0, 0.0, 3.0, 0.0, 0.0, 3.0]",1.4719601443879744
1566050580.977eeda518cf4802bb990e97dd9e040e.29.18,1566138513.73f16b4e3e45dfd70fb080fe56c00e9a.29.18,"We want to see that, see if there's water, oxygen, ozone, the things that might tell us that it could harbor life. I think this is the coolest possible science.",Is there any evidence thus far?,what kind of life?,0.7142857142857143,7,"[1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 2.0]",0.7559289460184544
1566050580.977eeda518cf4802bb990e97dd9e040e.29.18,1566169718.f87a28ee3cb01d33f8d0de5b4bd1ee52.29.18,"We want to see that, see if there's water, oxygen, ozone, the things that might tell us that it could harbor life. I think this is the coolest possible science.",Is there any evidence thus far?,How reliable is this technology that determines of these various plants have the properties needed to sustain life? ,1.0,6,"[1.0, 3.0, 0.0, 0.0, 1.0, 1.0]",1.0954451150103321
1566050580.977eeda518cf4802bb990e97dd9e040e.29.3,1566110122.bdc1a5fb40fda018a69c6979cbf8de50.29.3,"We ran this test 16 times, and 16 times it went into the exact same place to a tenth of a millimeter.",Why is the position so important?,What happens if the petals don't go to the same place?,1.7142857142857142,7,"[2.0, 1.0, 1.0, 2.0, 2.0, 1.0, 3.0]",0.7559289460184545
1566050580.977eeda518cf4802bb990e97dd9e040e.29.3,1566138513.73f16b4e3e45dfd70fb080fe56c00e9a.29.3,"We ran this test 16 times, and 16 times it went into the exact same place to a tenth of a millimeter.",Why is the position so important?,what happens when the petals go into place?,1.6666666666666667,6,"[3.0, 2.0, 2.0, 2.0, 1.0, 0.0]",1.0327955589886446
1566050580.977eeda518cf4802bb990e97dd9e040e.29.3,1566169718.f87a28ee3cb01d33f8d0de5b4bd1ee52.29.3,"We ran this test 16 times, and 16 times it went into the exact same place to a tenth of a millimeter.",Why is the position so important?,What type of equipment are these individuals testing?,0.5,6,"[0.0, 0.0, 1.0, 1.0, 1.0, 0.0]",0.5477225575051661
1566050580.977eeda518cf4802bb990e97dd9e040e.29.6,1566110122.bdc1a5fb40fda018a69c6979cbf8de50.29.6,"This has to be done very precisely, but if we can do this, if we can build this technology, if we can get it into space, you might see something like this.",why in space?,How would this be used in space?,2.4285714285714284,7,"[3.0, 3.0, 2.0, 2.0, 3.0, 3.0, 1.0]",0.7867957924694432
1566050580.977eeda518cf4802bb990e97dd9e040e.29.6,1566138513.73f16b4e3e45dfd70fb080fe56c00e9a.29.6,"This has to be done very precisely, but if we can do this, if we can build this technology, if we can get it into space, you might see something like this.",why in space?,what will the technology do?,0.8888888888888888,9,"[1.0, 2.0, 1.0, 1.0, 0.0, 0.0, 1.0, 2.0, 0.0]",0.7817359599705717
1566050580.977eeda518cf4802bb990e97dd9e040e.29.6,1566169718.f87a28ee3cb01d33f8d0de5b4bd1ee52.29.6,"This has to be done very precisely, but if we can do this, if we can build this technology, if we can get it into space, you might see something like this.",why in space?,What is the purpose of these various tests on the 'petals?',1.0,6,"[2.0, 1.0, 1.0, 0.0, 0.0, 2.0, nan]",0.8944271909999159
1566050580.977eeda518cf4802bb990e97dd9e040e.29.9,1566110122.bdc1a5fb40fda018a69c6979cbf8de50.29.9,"If we can take a similar space telescope, slightly larger, put it out there, fly an occulter in front of it,",why an occulter? ,What is an occulter?,2.5,8,"[2.0, 3.0, 2.0, 2.0, 3.0, 3.0, 3.0, 2.0]",0.5345224838248488
1566050580.977eeda518cf4802bb990e97dd9e040e.29.9,1566138513.73f16b4e3e45dfd70fb080fe56c00e9a.29.9,"If we can take a similar space telescope, slightly larger, put it out there, fly an occulter in front of it,",why an occulter? ,what will happen if you can put out a similar space telescope?,0.5714285714285714,7,"[1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0]",0.5345224838248488
1566050580.977eeda518cf4802bb990e97dd9e040e.29.9,1566169718.f87a28ee3cb01d33f8d0de5b4bd1ee52.29.9,"If we can take a similar space telescope, slightly larger, put it out there, fly an occulter in front of it,",why an occulter? ,Are these people designing another version of a space telescope? ,0.8571428571428571,7,"[0.0, 1.0, 1.0, 2.0, 1.0, 0.0, 1.0]",0.6900655593423543
1566050580.977eeda518cf4802bb990e97dd9e040e.54.0,1566110122.bdc1a5fb40fda018a69c6979cbf8de50.54.0,"Well, with apologies to the Home Improvement fans, there's more growth in water than in power tools, and this company has their sights set on what they call ""the new New World."" That's four billion middle class people demanding food, energy and water. Now, you may be asking yourself, are these just isolated cases?",What kind of growth?,"What is the ""new New World""",1.1428571428571428,7,"[1.0, 2.0, 1.0, 0.0, 1.0, 1.0, 2.0]",0.6900655593423543
1566050580.977eeda518cf4802bb990e97dd9e040e.54.0,1566138513.73f16b4e3e45dfd70fb080fe56c00e9a.54.0,"Well, with apologies to the Home Improvement fans, there's more growth in water than in power tools, and this company has their sights set on what they call ""the new New World."" That's four billion middle class people demanding food, energy and water. Now, you may be asking yourself, are these just isolated cases?",What kind of growth?,What did they do?,1.1428571428571428,7,"[1.0, 1.0, 1.0, 2.0, 1.0, 0.0, 2.0]",0.6900655593423543
1566050580.977eeda518cf4802bb990e97dd9e040e.54.0,1566169718.f87a28ee3cb01d33f8d0de5b4bd1ee52.54.0,"Well, with apologies to the Home Improvement fans, there's more growth in water than in power tools, and this company has their sights set on what they call ""the new New World."" That's four billion middle class people demanding food, energy and water. Now, you may be asking yourself, are these just isolated cases?",What kind of growth?,Which power tools company are these people discussing? ,0.8571428571428571,7,"[0.0, 0.0, 3.0, 1.0, 1.0, 1.0, 0.0]",1.0690449676496976
1566050580.977eeda518cf4802bb990e97dd9e040e.54.12,1566110122.bdc1a5fb40fda018a69c6979cbf8de50.54.12,"And in gold, we see a subset of companies rated as having the best ESG performance. Over three plus years, no performance tradeoff.",How was it compared?,Is there a tradeoff over a longer period?,1.0,6,"[2.0, 0.0, 1.0, 2.0, 1.0, 0.0]",0.8944271909999159
1566050580.977eeda518cf4802bb990e97dd9e040e.54.12,1566138513.73f16b4e3e45dfd70fb080fe56c00e9a.54.12,"And in gold, we see a subset of companies rated as having the best ESG performance. Over three plus years, no performance tradeoff.",How was it compared?,But are they better off?,1.2857142857142858,7,"[1.0, 1.0, 3.0, 1.0, 1.0, 1.0, 1.0]",0.7559289460184545
1566050580.977eeda518cf4802bb990e97dd9e040e.54.12,1566169718.f87a28ee3cb01d33f8d0de5b4bd1ee52.54.12,"And in gold, we see a subset of companies rated as having the best ESG performance. Over three plus years, no performance tradeoff.",How was it compared?,How is ESG performance calculated? ,1.0,7,"[0.0, 2.0, 2.0, 2.0, 0.0, 0.0, 1.0]",1.0
1566050580.977eeda518cf4802bb990e97dd9e040e.54.15,1566110122.bdc1a5fb40fda018a69c6979cbf8de50.54.15,"Over three plus years, no performance tradeoff. So that's okay, right? We want more.","MOre what, exactly? ",We want more companies or more information?,2.5,6,"[2.0, 3.0, 2.0, 3.0, 3.0, 2.0]",0.5477225575051661
1566050580.977eeda518cf4802bb990e97dd9e040e.54.15,1566138513.73f16b4e3e45dfd70fb080fe56c00e9a.54.15,"Over three plus years, no performance tradeoff. So that's okay, right? We want more.","MOre what, exactly? ",More what?,2.857142857142857,7,"[2.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",0.3779644730092273
1566050580.977eeda518cf4802bb990e97dd9e040e.54.15,1566169718.f87a28ee3cb01d33f8d0de5b4bd1ee52.54.15,"Over three plus years, no performance tradeoff. So that's okay, right? We want more.","MOre what, exactly? ",Why is the goal of the author to increase sustainability? ,1.0,6,"[0.0, 3.0, 0.0, 1.0, 0.0, 2.0]",1.2649110640673518
1566050580.977eeda518cf4802bb990e97dd9e040e.54.18,1566110122.bdc1a5fb40fda018a69c6979cbf8de50.54.18,"So that's okay, right? We want more. I want more. In some cases, there may be outperformance from ESG.",What kind of cases?,Is there or isn't there outperformance from ESG?,1.0,8,"[2.0, 2.0, 0.0, 0.0, 0.0, 1.0, 0.0, 3.0]",1.1952286093343936
1566050580.977eeda518cf4802bb990e97dd9e040e.54.18,1566138513.73f16b4e3e45dfd70fb080fe56c00e9a.54.18,"So that's okay, right? We want more. I want more. In some cases, there may be outperformance from ESG.",What kind of cases?,In what cases?,2.7142857142857144,7,"[1.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",0.7559289460184544
1566050580.977eeda518cf4802bb990e97dd9e040e.54.18,1566169718.f87a28ee3cb01d33f8d0de5b4bd1ee52.54.18,"So that's okay, right? We want more. I want more. In some cases, there may be outperformance from ESG.",What kind of cases?,What does out-performance mean in this context?,1.4285714285714286,7,"[1.0, 2.0, 2.0, 1.0, 2.0, 2.0, 0.0]",0.7867957924694432
1566050580.977eeda518cf4802bb990e97dd9e040e.54.3,1566110122.bdc1a5fb40fda018a69c6979cbf8de50.54.3,"Now, you may be asking yourself, are these just isolated cases? I mean, come on, really? Do companies that take sustainability into account really do well financially?",What kind?,How many companies pay attention to sustainability?,0.3333333333333333,6,"[0.0, 0.0, 1.0, 0.0, 1.0, 0.0]",0.5163977794943223
1566050580.977eeda518cf4802bb990e97dd9e040e.54.3,1566138513.73f16b4e3e45dfd70fb080fe56c00e9a.54.3,"Now, you may be asking yourself, are these just isolated cases? I mean, come on, really? Do companies that take sustainability into account really do well financially?",What kind?,what are they doing to be sustainable?,0.16666666666666666,6,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.408248290463863
1566050580.977eeda518cf4802bb990e97dd9e040e.54.3,1566169718.f87a28ee3cb01d33f8d0de5b4bd1ee52.54.3,"Now, you may be asking yourself, are these just isolated cases? I mean, come on, really? Do companies that take sustainability into account really do well financially?",What kind?,That is a pretty wide blanket statement - has this person done any research into the financial success of companies focused on sustainability?,0.5,4,"[1.0, nan, 0.0, 1.0, 0.0, nan]",0.5773502691896257
1566050580.977eeda518cf4802bb990e97dd9e040e.54.6,1566110122.bdc1a5fb40fda018a69c6979cbf8de50.54.6,The answer that may surprise you is yes. The data shows that stocks with better ESG performance perform just as well as others.,Perform how?,Do sustainable companies attract different consumers?,0.5,6,"[0.0, 0.0, 0.0, 1.0, 1.0, 1.0]",0.5477225575051661
1566050580.977eeda518cf4802bb990e97dd9e040e.54.6,1566138513.73f16b4e3e45dfd70fb080fe56c00e9a.54.6,The answer that may surprise you is yes. The data shows that stocks with better ESG performance perform just as well as others.,Perform how?,what is ESG?,1.0,6,"[1.0, 0.0, 2.0, 1.0, 0.0, 2.0]",0.8944271909999159
1566050580.977eeda518cf4802bb990e97dd9e040e.54.6,1566169718.f87a28ee3cb01d33f8d0de5b4bd1ee52.54.6,The answer that may surprise you is yes. The data shows that stocks with better ESG performance perform just as well as others.,Perform how?,What does ESG performance mean? ,1.5,6,"[1.0, 1.0, 2.0, 2.0, 1.0, 2.0]",0.5477225575051661
1566050580.977eeda518cf4802bb990e97dd9e040e.54.9,1566110122.bdc1a5fb40fda018a69c6979cbf8de50.54.9,"The data shows that stocks with better ESG performance perform just as well as others. In blue, we see the MSCI World. It's an index of large companies from developed markets across the world.",how does a stock market index prove sustainability ?,How about companies from undeveloped markets?,0.7142857142857143,7,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0]",0.4879500364742666
1566050580.977eeda518cf4802bb990e97dd9e040e.54.9,1566138513.73f16b4e3e45dfd70fb080fe56c00e9a.54.9,"The data shows that stocks with better ESG performance perform just as well as others. In blue, we see the MSCI World. It's an index of large companies from developed markets across the world.",how does a stock market index prove sustainability ?,what companies?,0.25,8,"[0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]",0.4629100498862757
1566050580.977eeda518cf4802bb990e97dd9e040e.54.9,1566169718.f87a28ee3cb01d33f8d0de5b4bd1ee52.54.9,"The data shows that stocks with better ESG performance perform just as well as others. In blue, we see the MSCI World. It's an index of large companies from developed markets across the world.",how does a stock market index prove sustainability ?,What is the purpose of the MSCI World index and what data from it is relevant to this discussion? ,1.5,8,"[2.0, 2.0, 2.0, 1.0, 1.0, 3.0, 0.0, 1.0]",0.9258200997725514
